Councilperson,DocType,Payee,EntityAddressLine1,Payee Address,Date, Amount ,Description,Category,
Brown,CFR - Schedule III - Statement of Expenditures,STAPLES,,   PA ,3/16/2011,$172.23 ,SUPPLIES/COPIES,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,STAPLES,1300 S COLUMBUS BLVD,1300 S COLUMBUS BLVD  PHILADELPHIA PA 19147,5/23/2011,$170.91 ,OFFICE EXPENSE,Office Expenses,
Blackwell,CFR - Schedule III - Statement of Expenditures,STAPLES,1500 CHESTNUT ST,1500 CHESTNUT ST  PHILADELPHIA PA 19103,1/7/2011,$166.31 ,CONTRIBUTION TO MICHELLE WILLIAMS,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,STAPLES,1300 S DELAWARE AVE,1300 S DELAWARE AVE  PHILADELPHIA PA 19147,3/8/2011,$145.80 ,OFFICE EXP VIA CAPITAL ONE CC,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,4/27/2011,$127.44 ,Office supplies,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19103,3/1/2011,$115.77 ,Office Supplies,Office Expenses,
O'Neill,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,10/10/2011,$110.00 ,Office Supplies,Office Expenses,
O'Neill,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,10/25/2011,$97.95 ,Office Supplies,Office Expenses,
O'Neill,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,11/7/2011,$95.07 ,Office Supplies,Office Expenses,
Johnson,CFR - Schedule III - Statement of Expenditures,Staples,2290 Oregon Ave,2290 Oregon Ave  Philadelphia PA 19145,11/29/2011,$90.05 ,Offices Supplies,Office Expenses,
Sanchez,CFR - Schedule III - Statement of Expenditures,Staples,1300 South Delaware Ave.,1300 South Delaware Ave.  Philadelphia PA 19147,5/11/2011,$86.38 ,Supplies,Office Expenses,
Johnson,CFR - Schedule III - Statement of Expenditures,Staples,2290 Oregon Ave,2290 Oregon Ave  Philadelphia PA 19145,9/21/2011,$84.24 ,Office Supplies,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,STAPLES,1300 S DELAWARE AVE,1300 S DELAWARE AVE  PHILADELPHIA PA 19147,4/22/2011,$80.96 ,OFFICE EXP - VIA DAVE MELLET,Office Expenses,
Johnson,CFR - Schedule III - Statement of Expenditures,Staples,2290 Oregon Ave,2290 Oregon Ave  Philadelphia PA 19145,11/21/2011,$79.23 ,Office Supplies,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,1515 Chestnut Street,1515 Chestnut Street  Philadelphia PA 19102,12/14/2011,$78.18 ,Office Supplies,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,STAPLES,1300 S DELAWARE AVE,1300 S DELAWARE AVE  PHILADELPHIA PA 19147,4/6/2011,$77.52 ,OFFICE SUPPLIES VIA DAVE MELLET,Office Expenses,
Johnson,CFR - Schedule III - Statement of Expenditures,Staples,2290 Oregon Ave,2290 Oregon Ave  Philadelphia PA 19145,2/14/2011,$74.50 ,Supplies,Office Expenses,
Sanchez,CFR - Schedule III - Statement of Expenditures,Staples,1300 S. Columbus Blvd.,1300 S. Columbus Blvd.  Philadelphia PA 19147,3/9/2011,$74.49 ,Supplies,Office Expenses,
Clarke,CFR - Schedule III - Statement of Expenditures,Staples,1300 S Columbus Bl,1300 S Columbus Bl  Philadelphia PA 19146,2/10/2011,$65.00 ,presentation Check,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,STAPLES,1300 S DELAWARE AVE,1300 S DELAWARE AVE  PHILADELPHIA PA 19147,3/17/2011,$58.83 ,OFFICE SUPPLIES,Office Expenses,
Johnson,CFR - Schedule III - Statement of Expenditures,Staples,2290 Oregon Ave,2290 Oregon Ave  Philadelphia PA 19145,7/29/2011,$58.60 ,Supplies,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,8/10/2011,$56.00 ,Office Supplies,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,STAPLES,1300 S COLUMBUS BLVD,1300 S COLUMBUS BLVD  PHILADELPHIA PA 19147,10/31/2011,$54.43 ,OFFICE EXP,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,7/7/2011,$53.00 ,Paper,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19107,7/25/2011,$50.00 ,Office Supplies,Office Expenses,
Johnson,CFR - Schedule III - Statement of Expenditures,Staples,2290 Oregon Ave,2290 Oregon Ave  Philadelphia PA 19145,5/9/2011,$49.74 ,supplies,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,STAPLES,1300 S COLUMBUS BLVD,1300 S COLUMBUS BLVD  PHILADELPHIA PA 19147,5/16/2011,$46.19 ,OFFICE EXPENSE,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,STAPLES,1300 S DELAWARE AVE,1300 S DELAWARE AVE  PHILADELPHIA PA 19147,4/6/2011,$44.05 ,OFFICE SUPPLIES,Office Expenses,
Clarke,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut st,1500 Chestnut st  Phila PA 19102,11/3/2011,$34.87 ,ink cartridges,Office Expenses,
Johnson,CFR - Schedule III - Statement of Expenditures,Staples,2290 Oregon Ave,2290 Oregon Ave  Philadelphia PA 19145,5/7/2011,$32.26 ,Supplies,Office Expenses,
Clarke,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut St,1500 Chestnut St  Phila PA 19102,12/19/2011,$28.32 ,envelopes,Office Expenses,
O'Neill,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,10/22/2011,$25.92 ,Office Supplies,Office Expenses,
O'Neill,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,12/1/2011,$23.31 ,Office Supplies,Office Expenses,
Blackwell,CFR - Schedule III - Statement of Expenditures,STAPLES,1500 CHESTNUT ST,1500 CHESTNUT ST  PHILADELPHIA PA 19103,1/12/2011,$19.90 ,OFFICE SUPPLIES,Office Expenses,
Sanchez,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19107,3/9/2011,$19.66 ,Supplies,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,STAPLES,1300 S DELAWARE AVE,1300 S DELAWARE AVE  PHILADELPHIA PA 19147,3/4/2011,$19.19 ,OFFICE SUPPLIES,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,3/4/2011,$18.35 ,Office supplies,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Staples,1500 Chestnut Street,1500 Chestnut Street  Philadelphia PA 19102,3/8/2011,$4.28 ,Office Supplies,Office Expenses,
Johnson,CFR - Schedule III - Statement of Expenditures,Staples,2290 Oregon Ave,2290 Oregon Ave  Philadelphia PA 19145,2/14/2011,$0.19 ,Supplies,Office Expenses,
Kenney,CFR - Schedule III - Statement of Expenditures,Sarah Sachdev,4706 Smick Street,4706 Smick Street  Philadelphia PA 19127,3/28/2011,$58.78 ,Office Exp,Office Expenses,
Kenney,CFR - Schedule III - Statement of Expenditures,Richard Lazer,107 Wolf Street,107 Wolf Street  Philadelphia PA 19148,1/19/2011,$87.44 ,Office exp,Office Expenses,
Kenney,CFR - Schedule III - Statement of Expenditures,Richard Lazer,107 Wolf Street,107 Wolf Street  Philadelphia PA 19148,4/8/2011,$82.09 ,Office Exp,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Raymour & Flannigan Outlet,65 Baltimore Pike,65 Baltimore Pike  Springfield PA ,9/28/2011,$253.34 ,Office Furniture,Office Expenses,
Green,CFR - Schedule III - Statement of Expenditures,Quill .com,PO Box 37600,PO Box 37600  Philadelphia PA 191010600,11/10/2011,$98.47 ,office supplies,Office Expenses,
Green,CFR - Schedule III - Statement of Expenditures,Quill .com,PO Box 37600,PO Box 37600  Philadelphia PA 191010600,12/12/2011,$50.85 ,office supplies,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Philadelphia Vintage,4386 Main Street,4386 Main Street  Philadelphia PA 19127,10/4/2011,$807.00 ,Office Equipment,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Philadelphia Vintage,4386 Main Street,4386 Main Street  Philadelphia PA 19127,9/27/2011,$300.00 ,Office Supplies,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,NNT Schwartz Hardware,1909 N. 54th Street,1909 N. 54th Street  Philadelphia PA 19131,8/30/2011,$70.14 ,Office Equipment,Office Expenses,
Henon,CFR - Schedule III - Statement of Expenditures,Massa Construction Corp.,1839 Murray Street,1839 Murray Street  Philadelphia PA 19115,11/1/2011,"$12,668.00 ",Office Renovations,Office Expenses,
Tasco,CFR - Schedule III - Statement of Expenditures,MARGARET WRIGHT,1144 E SYDNEY STREET,1144 E SYDNEY STREET  PHILADELPHIA PA 191071915,12/22/2011,$400.00 ,OFFICE EXPENSE - CHRISTMAS,Office Expenses,
Tasco,CFR - Schedule III - Statement of Expenditures,LOUIS R. FREIMILLER,407 MYRTLE AVENUE,407 MYRTLE AVENUE  CHELTENHAM PA 19012,1/20/2011,$100.00 ,MOVING EXPENSE - CAMPAIGN OFFICE,Office Expenses,
Tasco,CFR - Schedule III - Statement of Expenditures,LOUIS FREIMILLER,407 MYRTLE AVENUE,407 MYRTLE AVENUE  CHELTENHAM PA 19012,5/19/2011,$42.34 ,CAMPAIGN OFFICE SUPPLIES,Office Expenses,
Bass,CFR - Schedule III - Statement of Expenditures,Julia Ramsey,1302 W. Cumberland Street,1302 W. Cumberland Street 2E Philadelphia PA 19132,3/9/2011,$120.00 ,Office Supplies,Office Expenses,
Tasco,CFR - Schedule III - Statement of Expenditures,JOAN HOWELL,7644 FAYETTE STREET,7644 FAYETTE STREET  PHILADELPHIA PA 19150,5/25/2011,$54.82 ,CAMPAIGN OFFICE SUPPLIES,Office Expenses,
Blackwell,CFR - Schedule III - Statement of Expenditures,Jetro Cash & Carry,700 Pattison Ave,700 Pattison Ave  Philadelphia PA 19148,7/13/2011,$269.92 ,Office Supplies,Office Expenses,
Blackwell,CFR - Schedule III - Statement of Expenditures,Jetro Cash & Carry,7000 Pattison Ave,7000 Pattison Ave  Philadelphia PA 19148,10/2/2011,$84.19 ,Office Supplies,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,ICONTACT CORP,5221 PARAMOUNT PKWY,5221 PARAMOUNT PKWY SUITE 200 MORRISVILLE NC 27560,5/2/2011,$47.00 ,OFFICE EXPENSE,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,I CONTACT,5221 PARAMOUNT PKWAY,5221 PARAMOUNT PKWAY  MORRISVILLE NC 27560,6/1/2011,$47.00 ,OFFICE EXPENSE,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,I CONTACT,5221 PARAMOUNT PKWAY,5221 PARAMOUNT PKWAY  MORRISVILLE NC 27560,10/4/2011,$47.00 ,OFFICE EXPENSE,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,I CONTACT,5221 PARAMOUNT PKWAY,5221 PARAMOUNT PKWAY  MORRISVILLE NC 27560,11/2/2011,$47.00 ,OFFICE EXP,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,I CONTACT,5221 PARAMOUNT PKWAY,5221 PARAMOUNT PKWAY  MORRISVILLE NC 27560,12/2/2011,$47.00 ,OFFICE,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,I CONTACT,5221 PARAMOUNT PKWY,5221 PARAMOUNT PKWY  MORRISVILLE NC 27560,4/11/2011,$32.90 ,OFFICE EXPENSE,Office Expenses,
Tasco,CFR - Schedule III - Statement of Expenditures,EXPRESSIONS OF YOU,7200 OGONTZ AVENUE,7200 OGONTZ AVENUE  PHILADELPHIA PA ,10/26/2011,$123.27 ,OFFICE EXPENSE - GREETING CARDS,Office Expenses,
Blackwell,CFR - Schedule III - Statement of Expenditures,Dollar Tree,1601 Market St,1601 Market St  Philadelphia PA 19103,7/15/2011,$15.12 ,Office Supplies,Office Expenses,
Blackwell,CFR - Schedule III - Statement of Expenditures,Dollar Days,309 S. 48th St,309 S. 48th St  Philadelphia PA 19143,7/18/2011,$12.90 ,Office Supplies,Office Expenses,
Henon,CFR - Schedule III - Statement of Expenditures,David Knight,253 N 2nd St,253 N 2nd St  Philadelphia PA 191061311,2/26/2011,$511.00 ,Office Expenses (Paper Staples Paper Clips Highlighters Pens),Office Expenses,
Blackwell,CFR - Schedule III - Statement of Expenditures,CVS PHARMACY,11TH & MARKET ST,11TH & MARKET ST  PHILADELPHIA PA 19103,4/20/2011,$11.99 ,CONSTITUENT ASST/ OFFICE CLIENT,Office Expenses,
Squilla,CFR - Schedule III - Statement of Expenditures,CRYSTAL SPRINGS,5660 NEW NORTHSIDE DR,5660 NEW NORTHSIDE DR  ATLANTA GA 30328,12/5/2011,$68.90 ,OFFICE EXP,Office Expenses,
Kenney,CFR - Schedule III - Statement of Expenditures,Coffee Service Inc.,3001 Stokley Street,3001 Stokley Street  Philadelphia PA 19129,4/26/2011,$318.60 ,Office Exp,Office Expenses,
Kenney,CFR - Schedule III - Statement of Expenditures,"Coffee Serv, Inc.",3001 Stokley Street,3001 Stokley Street  Philadelphia PA 19129,10/7/2011,$324.90 ,Office,Office Expenses,
Kenney,CFR - Schedule III - Statement of Expenditures,City of Philadelphia,PO Box 41818,PO Box 41818  Philadelphia PA 19101,3/11/2011,$107.00 ,Office Exp,Office Expenses,
Kenney,CFR - Schedule III - Statement of Expenditures,City of Philadelphia,PO Box 41819,PO Box 41819  Philadelphia PA 19101,12/13/2011,$46.00 ,office expense,Office Expenses,
Kenney,CFR - Schedule III - Statement of Expenditures,City Hall Tours,Broad & Market Sts.,Broad & Market Sts.  Philadelphia PA 19107,3/25/2011,$20.00 ,Office Exp,Office Expenses,
Kenney,CFR - Schedule III - Statement of Expenditures,Cash,,  Philadelphia PA ,2/23/2011,$360.00 ,Office Exp,Office Expenses,
Blackwell,CFR - Schedule III - Statement of Expenditures,BJS WHOLESALE CLUB,1260 E. WOODLYN AVE,1260 E. WOODLYN AVE  MORTON PA ,2/4/2011,$24.57 ,OFFICE SUPPLIES,Office Expenses,
Blackwell,CFR - Schedule III - Statement of Expenditures,BJ's Wholesale,1260 Woodlyn Ave,1260 Woodlyn Ave  Springfield PA ,7/14/2011,$53.99 ,Offices Supplies,Office Expenses,
Blackwell,CFR - Schedule III - Statement of Expenditures,BED BATH AND BEYOND,182 BALTIMORE PIKE,182 BALTIMORE PIKE  SWATHMORE PA ,1/26/2011,$45.20 ,COFFEE/OFFICE SUPPLIES,Office Expenses,
Blackwell,CFR - Schedule III - Statement of Expenditures,BED BATH & BEYOND,182 BALTIMORE PIKE,182 BALTIMORE PIKE  SWATHMORE PA ,4/20/2011,$103.28 ,OFFICE COFFEE PRODUCTS,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,B&B General Contractors,1001 N. 45th Street,1001 N. 45th Street  Philadelphia PA 19104,9/28/2011,$300.00 ,Office Rehab work,Office Expenses,
Kenney,CFR - Schedule III - Statement of Expenditures,Wilhelmina Moore,151 North Peach Street,151 North Peach Street  Philadelphia PA 19139,3/25/2011,$540.00 ,Office Reimbursement,Office Expenses,
Kenney,CFR - Schedule III - Statement of Expenditures,Wilhelmina Moore,151 North Peach Street,151 North Peach Street  Philadelphia PA 19139,7/22/2011,$119.86 ,Office Expense,Office Expenses,
Kenney,CFR - Schedule III - Statement of Expenditures,Wilhelmina Moore,151 North Peach Street,151 North Peach Street  Philadelphia PA 19139,8/18/2011,$75.00 ,Office Expenses,Office Expenses,
Kenney,CFR - Schedule III - Statement of Expenditures,Wilhelmina Moore,151 NORTH PEACH STREET,151 NORTH PEACH STREET  PHILADELPHIA PA 19139,1/6/2011,$72.50 ,office reimbursement,Office Expenses,
Johnson,CFR - Schedule III - Statement of Expenditures,Wanda Bailey-Green,4000 Gypsy Lane,4000 Gypsy Lane #534 Philadelphia PA 19129,5/18/2011,$612.07 ,Reimb for office Supplies,Office Expenses,
O'Neill,CFR - Schedule III - Statement of Expenditures,Walmart,1 Franklin Mills Blvd.,1 Franklin Mills Blvd.  Philadelphia PA 19154,7/6/2011,$63.72 ,Printer,Office Expenses,
O'Neill,CFR - Schedule III - Statement of Expenditures,Walmart,1 Franklin Mills Blvd.,1 Franklin Mills Blvd.  Philadelphia PA 19154,10/4/2011,$51.80 ,Office Supplies,Office Expenses,
Blackwell,CFR - Schedule III - Statement of Expenditures,WAADEAH FLOYD,408 CITY HALL,408 CITY HALL  PHILADELPHIA PA 19107,3/2/2011,$200.00 ,OFFICES NEEDS,Office Expenses,
Blackwell,CFR - Schedule III - Statement of Expenditures,WAADEAH FLOYD,408 CITY HALL,408 CITY HALL  PHILADELPHIA PA 19107,4/12/2011,$150.00 ,OFFICE SUPPLIES,Office Expenses,
Sanchez,CFR - Schedule III - Statement of Expenditures,The Home Depot,2539 Castor Avenue,2539 Castor Avenue  Philadelphia PA 19134,4/1/2011,$148.94 ,Supplies,Office Expenses,
Clarke,CFR - Schedule III - Statement of Expenditures,tammy byars,484 city hall,484 city hall  phila PA 19107,5/12/2011,$60.00 ,reim staples,Office Expenses,
Kenney,CFR - Schedule III - Statement of Expenditures,Sarah Sachdev,4706 Smick Street,4706 Smick Street  Philadelphia PA 19127,10/19/2011,$100.00 ,Office Reimbursement,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Samantha Williams,5705 Drexel Road,5705 Drexel Road  Philadelphia PA 19131,6/6/2011,$250.00 ,Reimbursement - Office Supplies,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Samantha Williams,5705 Drexel Road,5705 Drexel Road  Philadelphia PR 19131,5/23/2011,$200.00 ,Reimbursements - Office Supplies,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Samantha Williams,5705 Drexel Road,5705 Drexel Road  Philadelphia PA 19131,3/8/2011,$108.57 ,Reimbursed office supplies,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Samantha Williams,5705 Drexel Road,5705 Drexel Road  Philadelphia PA 19131,4/27/2011,$71.99 ,Reimbursed Office Supplies,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Samantha Williams,5705 Drexel Road,5705 Drexel Road  Philadelphia PA 19131,4/18/2011,$50.62 ,Reimbursed - Office Supplies,Office Expenses,
Jones,CFR - Schedule III - Statement of Expenditures,Samantha Williams,5705 Drexel Road,5705 Drexel Road  Philadelphia PA 19131,5/9/2011,$25.11 ,Reimbursed - Office Supplies,Office Expenses,
Kenney,CFR - Schedule III - Statement of Expenditures,Richard Lazer,107 Wolf Street,107 Wolf Street  Philadelphia PA 19148,2/23/2011,$214.06 ,Office Reimbursement,Office Expenses,
Kenney,CFR - Schedule III - Statement of Expenditures,Richard Lazer,107 Wolf Street,107 Wolf Street  Philadelphia PA 19148,3/25/2011,$63.50 ,Office Reimbursement,Office Expenses,
Johnson,CFR - Schedule III - Statement of Expenditures,Rasheen Crews,1412 S 51st Street,1412 S 51st Street  Philadelphia PA 19143,4/28/2011,$185.62 ,Reimb: Office Supplies,Office Expenses,
Johnson,CFR - Schedule III - Statement of Expenditures,Rasheen Crews,1412 S 51st Street,1412 S 51st Street  Philadelphia PA 19143,2/25/2011,$53.05 ,Reimb for Office Exp,Office Expenses,
Johnson,CFR - Schedule III - Statement of Expenditures,Rasheen Crews,1412 S 51st Street,1412 S 51st Street  Philadelphia PA 19143,3/9/2011,$31.95 ,Reimb for Office Expenses,Office Expenses,
Johnson,CFR - Schedule III - Statement of Expenditures,Rasheen Crews,1412 S 51st Street,1412 S 51st Street  Philadelphia PA 19143,3/9/2011,$7.56 ,Reimb-Office Expense,Office Expenses,
Sanchez,CFR - Schedule III - Statement of Expenditures,Quetcy Lozada,4323 Palmetto Street,4323 Palmetto Street  Philadelphia PA 19124,3/18/2011,$66.75 ,Reimbursement for Supplies,Office Expenses,
Green,CFR - Schedule III - Statement of Expenditures,Paper Source,1628 Walnut St,1628 Walnut St  Philadelphia PA 191035403,11/8/2011,$39.37 ,stationery,Office Expenses,
Sanchez,CFR - Schedule III - Statement of Expenditures,Orlando Rendon,2257 North 5th Street,2257 North 5th Street  Philadelphia PA 19133,1/21/2011,$160.00 ,Reimbursement for Supplies,Office Expenses,
Sanchez,CFR - Schedule III - Statement of Expenditures,Orlando Rendon,2257 North 5th Street,2257 North 5th Street  Philadelphia PA 19133,1/21/2011,$50.00 ,Reimbursement for Supplies,Office Expenses,
Blackwell,CFR - Schedule III - Statement of Expenditures,MISC SUPPLIES,5844 WEBSTER ST,5844 WEBSTER ST  PHILADELPHIA PA 19143,5/17/2011,$600.00 ,TARGET,Office Expenses,
Blackwell,CFR - Schedule III - Statement of Expenditures,Marty Cabry,408 City Hall,408 City Hall  Philadelphia PA 19107,9/14/2011,$42.54 ,reimbursement for office equipment,Office Expenses,
